0.002	0.010	0.000	0.250	0.000	3.874e-05	5.540e-13	
0.002	0.010	0.000	0.250	0.100	3.874e-05	1.845e-15	
0.002	0.010	0.000	0.250	0.250	3.874e-05	1.505e-15	
0.002	0.010	0.000	0.250	0.450	3.874e-05	1.459e-15	
0.002	0.010	0.000	0.500	0.000	3.874e-05	1.868e-13	
0.002	0.010	0.000	0.500	0.100	3.874e-05	5.400e-16	
0.002	0.010	0.000	0.500	0.250	3.874e-05	4.396e-16	
0.002	0.010	0.000	0.500	0.450	3.874e-05	4.249e-16	
0.002	0.010	0.000	0.750	0.000	3.874e-05	7.915e-14	
0.002	0.010	0.000	0.750	0.100	3.874e-05	2.610e-16	
0.002	0.010	0.000	0.750	0.250	3.874e-05	2.194e-16	
0.002	0.010	0.000	0.750	0.450	3.874e-05	2.133e-16	
0.002	0.010	0.000	1.000	0.000	3.874e-05	3.590e-14	
0.002	0.010	0.000	1.000	0.100	3.874e-05	1.675e-16	
0.002	0.010	0.000	1.000	0.250	3.874e-05	1.508e-16	
0.002	0.010	0.000	1.000	0.450	3.874e-05	1.483e-16	
0.002	0.100	0.000	0.250	0.000	3.874e-05	5.795e-14	
0.002	0.100	0.000	0.250	0.100	3.874e-05	5.184e-15	
0.002	0.100	0.000	0.250	0.250	3.874e-05	3.338e-16	
0.002	0.100	0.000	0.250	0.450	3.874e-05	1.253e-16	
0.002	0.100	0.000	0.500	0.000	3.874e-05	2.278e-14	
0.002	0.100	0.000	0.500	0.100	3.874e-05	1.569e-15	
0.002	0.100	0.000	0.500	0.250	3.874e-05	2.001e-16	
0.002	0.100	0.000	0.500	0.450	3.874e-05	1.112e-16	
0.002	0.100	0.000	0.750	0.000	3.874e-05	1.019e-14	
0.002	0.100	0.000	0.750	0.100	3.874e-05	6.454e-16	
0.002	0.100	0.000	0.750	0.250	3.874e-05	1.455e-16	
0.002	0.100	0.000	0.750	0.450	3.874e-05	1.038e-16	
0.002	0.100	0.000	1.000	0.000	3.874e-05	4.885e-15	
0.002	0.100	0.000	1.000	0.100	3.874e-05	3.321e-16	
0.002	0.100	0.000	1.000	0.250	3.874e-05	1.174e-16	
0.002	0.100	0.000	1.000	0.450	3.874e-05	9.884e-17	
0.006	0.010	0.000	0.250	0.000	3.874e-05	1.422e-11	
0.006	0.010	0.000	0.250	0.100	3.874e-05	3.750e-14	
0.006	0.010	0.000	0.250	0.250	3.874e-05	2.038e-14	
0.006	0.010	0.000	0.250	0.450	3.874e-05	1.869e-14	
0.006	0.010	0.000	0.500	0.000	3.874e-05	4.481e-12	
0.006	0.010	0.000	0.500	0.100	3.874e-05	8.452e-15	
0.006	0.010	0.000	0.500	0.250	3.874e-05	3.772e-15	
0.006	0.010	0.000	0.500	0.450	3.874e-05	3.280e-15	
0.006	0.010	0.000	0.750	0.000	3.874e-05	1.674e-12	
0.006	0.010	0.000	0.750	0.100	3.874e-05	3.168e-15	
0.006	0.010	0.000	0.750	0.250	3.874e-05	1.250e-15	
0.006	0.010	0.000	0.750	0.450	3.874e-05	1.049e-15	
0.006	0.010	0.000	1.000	0.000	3.874e-05	6.194e-13	
0.006	0.010	0.000	1.000	0.100	3.874e-05	1.205e-15	
0.006	0.010	0.000	1.000	0.250	3.874e-05	5.583e-16	
0.006	0.010	0.000	1.000	0.450	3.874e-05	4.872e-16	
0.006	0.100	0.000	0.250	0.000	3.874e-05	4.582e-12	
0.006	0.100	0.000	0.250	0.100	3.874e-05	4.088e-13	
0.006	0.100	0.000	0.250	0.250	3.874e-05	1.939e-14	
0.006	0.100	0.000	0.250	0.450	3.874e-05	2.557e-15	
0.006	0.100	0.000	0.500	0.000	3.874e-05	1.798e-12	
0.006	0.100	0.000	0.500	0.100	3.874e-05	1.187e-13	
0.006	0.100	0.000	0.500	0.250	3.874e-05	8.602e-15	
0.006	0.100	0.000	0.500	0.450	3.874e-05	1.423e-15	
0.006	0.100	0.000	0.750	0.000	3.874e-05	7.987e-13	
0.006	0.100	0.000	0.750	0.100	3.874e-05	4.437e-14	
0.006	0.100	0.000	0.750	0.250	3.874e-05	4.193e-15	
0.006	0.100	0.000	0.750	0.450	3.874e-05	8.192e-16	
0.006	0.100	0.000	1.000	0.000	3.874e-05	3.783e-13	
0.006	0.100	0.000	1.000	0.100	3.874e-05	1.916e-14	
0.006	0.100	0.000	1.000	0.250	3.874e-05	1.921e-15	
0.006	0.100	0.000	1.000	0.450	3.874e-05	4.220e-16	
0.040	0.010	0.000	0.250	0.000	3.874e-05	1.734e-10	
0.040	0.010	0.000	0.250	0.100	3.874e-05	9.589e-12	
