0.002	0.010	0.000	0.250	0.000	1.000e+00	3.690e-04	
New minimum error 3.690e-04 < inf
0.002	0.010	0.000	0.250	-0.100	1.000e+00	1.405e-06	
New minimum error 1.405e-06 < 3.690e-04
0.002	0.010	0.000	0.250	-0.250	1.000e+00	2.477e-08	
New minimum error 2.477e-08 < 1.405e-06
0.002	0.010	0.000	0.250	-0.450	1.000e+00	1.676e-14	
New minimum error 1.676e-14 < 2.477e-08
0.002	0.010	0.000	0.500	0.000	1.000e+00	1.244e-04	
0.002	0.010	0.000	0.500	-0.100	1.000e+00	9.701e-08	
0.002	0.010	0.000	0.500	-0.250	1.000e+00	4.289e-09	
0.002	0.010	0.000	0.500	-0.450	1.000e+00	2.842e-14	
0.002	0.010	0.000	0.750	0.000	1.000e+00	5.267e-05	
0.002	0.010	0.000	0.750	-0.100	1.000e+00	2.821e-08	
0.002	0.010	0.000	0.750	-0.250	1.000e+00	1.606e-09	
0.002	0.010	0.000	0.750	-0.450	1.000e+00	1.714e-13	
0.002	0.010	0.000	1.000	0.000	1.000e+00	2.386e-05	
0.002	0.010	0.000	1.000	-0.100	1.000e+00	1.389e-08	
0.002	0.010	0.000	1.000	-0.250	1.000e+00	8.275e-10	
0.002	0.010	0.000	1.000	-0.450	1.000e+00	3.582e-11	
0.002	0.100	0.000	0.250	0.000	1.000e+00	3.855e-05	
0.002	0.100	0.000	0.250	-0.100	1.000e+00	1.549e-05	
0.002	0.100	0.000	0.250	-0.250	1.000e+00	5.293e-07	
0.002	0.100	0.000	0.250	-0.450	1.000e+00	1.456e-10	
0.002	0.100	0.000	0.500	0.000	1.000e+00	1.512e-05	
0.002	0.100	0.000	0.500	-0.100	1.000e+00	3.084e-06	
0.002	0.100	0.000	0.500	-0.250	1.000e+00	1.721e-07	
0.002	0.100	0.000	0.500	-0.450	1.000e+00	2.249e-10	
0.002	0.100	0.000	0.750	0.000	1.000e+00	6.724e-06	
0.002	0.100	0.000	0.750	-0.100	1.000e+00	9.746e-07	
0.002	0.100	0.000	0.750	-0.250	1.000e+00	7.751e-08	
0.002	0.100	0.000	0.750	-0.450	1.000e+00	5.776e-10	
0.002	0.100	0.000	1.000	0.000	1.000e+00	3.192e-06	
0.002	0.100	0.000	1.000	-0.100	1.000e+00	5.069e-07	
0.002	0.100	0.000	1.000	-0.250	1.000e+00	4.304e-08	
0.002	0.100	0.000	1.000	-0.450	1.000e+00	1.654e-09	
0.006	0.010	0.000	0.250	0.000	1.000e+00	9.478e-03	
0.006	0.010	0.000	0.250	-0.100	1.000e+00	1.071e-04	
0.006	0.010	0.000	0.250	-0.250	1.000e+00	1.983e-06	
0.006	0.010	0.000	0.250	-0.450	1.000e+00	1.344e-12	
0.006	0.010	0.000	0.500	0.000	1.000e+00	2.986e-03	
0.006	0.010	0.000	0.500	-0.100	1.000e+00	7.717e-06	
0.006	0.010	0.000	0.500	-0.250	1.000e+00	3.462e-07	
0.006	0.010	0.000	0.500	-0.450	1.000e+00	2.292e-12	
0.006	0.010	0.000	0.750	0.000	1.000e+00	1.115e-03	
0.006	0.010	0.000	0.750	-0.100	1.000e+00	2.265e-06	
