2.000e-03	5.000e-03	0.000e+00	5.000e-01	5.000e-02	7.035e+01	1.391e+02	9.783e+03	
2.000e-03	5.000e-03	0.000e+00	5.000e-01	1.000e-01	6.592e+01	1.287e+02	8.483e+03	
2.000e-03	5.000e-03	0.000e+00	5.000e-01	1.500e-01	6.486e+01	1.258e+02	8.160e+03	
2.000e-03	5.000e-03	0.000e+00	6.000e-01	5.000e-02	6.068e+01	1.353e+02	8.207e+03	
2.000e-03	5.000e-03	0.000e+00	6.000e-01	1.000e-01	5.677e+01	1.250e+02	7.096e+03	
2.000e-03	5.000e-03	0.000e+00	6.000e-01	1.500e-01	5.585e+01	1.220e+02	6.816e+03	
2.000e-03	5.000e-03	0.000e+00	7.000e-01	5.000e-02	5.348e+01	1.317e+02	7.046e+03	
2.000e-03	5.000e-03	0.000e+00	7.000e-01	1.000e-01	4.968e+01	1.221e+02	6.064e+03	
2.000e-03	5.000e-03	0.000e+00	7.000e-01	1.500e-01	4.873e+01	1.192e+02	5.807e+03	
2.000e-03	1.000e-02	0.000e+00	5.000e-01	5.000e-02	4.888e+01	1.756e+02	8.582e+03	
2.000e-03	1.000e-02	0.000e+00	5.000e-01	1.000e-01	4.239e+01	1.458e+02	6.181e+03	
2.000e-03	1.000e-02	0.000e+00	5.000e-01	1.500e-01	4.093e+01	1.376e+02	5.633e+03	
2.000e-03	1.000e-02	0.000e+00	6.000e-01	5.000e-02	4.271e+01	1.691e+02	7.221e+03	
2.000e-03	1.000e-02	0.000e+00	6.000e-01	1.000e-01	3.688e+01	1.407e+02	5.190e+03	
2.000e-03	1.000e-02	0.000e+00	6.000e-01	1.500e-01	3.556e+01	1.325e+02	4.710e+03	
2.000e-03	1.000e-02	0.000e+00	7.000e-01	5.000e-02	3.767e+01	1.638e+02	6.171e+03	
2.000e-03	1.000e-02	0.000e+00	7.000e-01	1.000e-01	3.258e+01	1.367e+02	4.455e+03	
2.000e-03	1.000e-02	0.000e+00	7.000e-01	1.500e-01	3.143e+01	1.285e+02	4.039e+03	
2.000e-03	1.500e-02	0.000e+00	5.000e-01	5.000e-02	3.506e+01	2.371e+02	8.315e+03	
2.000e-03	1.500e-02	0.000e+00	5.000e-01	1.000e-01	2.723e+01	1.717e+02	4.674e+03	
2.000e-03	1.500e-02	0.000e+00	5.000e-01	1.500e-01	2.561e+01	1.524e+02	3.903e+03	
2.000e-03	1.500e-02	0.000e+00	6.000e-01	5.000e-02	3.045e+01	2.282e+02	6.949e+03	
2.000e-03	1.500e-02	0.000e+00	6.000e-01	1.000e-01	2.352e+01	1.666e+02	3.917e+03	
2.000e-03	1.500e-02	0.000e+00	6.000e-01	1.500e-01	2.204e+01	1.471e+02	3.242e+03	
